0	4060	0	1000	0	1000	0	0
0	1	0	0				
0	2	200	1000				
0	3	400	0				
0	4	600	1000				
0	5	800	0				
20	1	0.225068051	200.2250681				
20	2	199.8472606	799.8472606				
20	3	400.4565328	200.4565328				
20	4	599.5763866	799.5763866				
20	5	800.0086354	200.0086354				
40	1	0.154188485	400.1541885				
40	2	200.1393096	600.1393096				
40	3	400.4923641	400.4923641				
40	4	599.3194345	599.3194345				
40	5	800.4633512	400.4633512				
60	1	0.486392115	600.4863921				
60	2	200.3764473	400.3764473				
60	3	400.3816704	600.3816704				
60	4	599.8119941	399.8119941				
60	5	800.3504804	600.3504804				
80	1	0.793933973	800.793934				
80	2	200.121891	200.121891				
80	3	400.5842655	800.5842655				
80	4	599.3335119	199.3335119				
80	5	800.3388686	800.3388686				
100	1	0.661327192	1000.661327				
100	2	199.8924071	-0.107592937				
100	3	400.9683235	1000.968324				
100	4	599.3522412	-0.647758845				
100	5	800.0623139	1000.062314				
120	1	201.1064867	1001.106487				
120	2	399.6072671	-0.392732899				
120	3	601.1317595	1001.13176				
120	4	799.2920929	-0.707907095				
120	5	1000.053592	1000.053592				
140	1	200.8135553	800.8135553				
140	2	399.8434882	199.8434882				
140	3	601.5500132	801.5500132				
140	4	799.262046	199.262046				
140	5	999.8671912	799.8671912				
160	1	201.1660132	601.1660132				
160	2	400.2003372	400.2003372				
160	3	601.9737932	601.9737932				
160	4	799.3206914	399.3206914				
160	5	1000.288628	600.2886277				
180	1	200.7219435	400.7219435				
180	2	400.4141238	600.4141238				
180	3	602.3972917	402.3972917				
180	4	799.1303364	599.1303364				
180	5	999.899397	399.899397				
200	1	200.571402	200.571402				
200	2	400.1354097	800.1354097				
200	3	602.6118218	202.6118218				
200	4	799.263729	799.263729				
200	5	1000.303007	200.3030068				
220	1	201.017832	1.017832003				
220	2	399.6417671	999.6417671				
220	3	602.5912561	2.59125612				
220	4	798.9438214	998.9438214				
220	5	1000.103674	0.10367393				
240	1	401.0198233	1.019823318				
240	2	600.110041	1000.110041				
240	3	802.0925178	2.092517753				
240	4	998.5017476	998.5017476				
240	5	799.9142859	-0.085714126				
260	1	400.8791301	200.8791301				
260	2	600.2447232	800.2447232				
260	3	801.6338849	201.6338849				
260	4	998.5243906	798.5243906				
260	5	800.1671006	200.1671006				
280	1	400.502607	400.502607				
280	2	600.4706314	600.4706314				
280	3	801.6287199	401.6287199				
280	4	998.9447767	598.9447767				
280	5	800.3320415	400.3320415				
300	1	400.681783	600.681783				
300	2	600.1053868	400.1053868				
300	3	802.119346	602.119346				
300	4	998.5953736	398.5953736				
300	5	800.642813	600.642813				
320	1	400.771198	800.771198				
320	2	599.7452799	199.7452799				
320	3	802.5419168	802.5419168				
320	4	998.2985174	198.2985174				
320	5	800.1923762	800.1923762				
340	1	401.2072568	1001.207257				
340	2	599.5860639	-0.413936067				
340	3	802.5429215	1002.542922				
340	4	998.6646058	-1.335394187				
340	5	800.4422417	1000.442242				
360	1	601.4627914	1001.462791				
360	2	799.4404683	-0.559531712				
360	3	1002.869646	1002.869646				
360	4	798.7244069	-1.275593102				
360	5	600.2614551	1000.261455				
380	1	601.5050611	801.5050611				
380	2	799.3725273	199.3725273				
380	3	1003.255043	803.2550434				
380	4	799.0468005	199.0468005				
380	5	600.3835082	800.3835082				
400	1	601.1656335	601.1656335				
400	2	798.9394429	398.9394429				
400	3	1003.631383	603.6313826				
400	4	799.158943	399.158943				
400	5	600.6619246	600.6619246				
420	1	601.5653517	401.5653517				
420	2	798.5112572	598.5112572				
420	3	1003.949443	403.9494433				
420	4	798.7903474	598.7903474				
420	5	600.8300971	400.8300971				
440	1	601.8101679	201.8101679				
440	2	798.3911613	798.3911613				
440	3	1003.508916	203.5089156				
440	4	798.3276893	798.3276893				
440	5	600.4182271	200.4182271				
460	1	602.1601593	2.160159286				
460	2	798.0583696	998.0583696				
460	3	1003.013043	3.013042688				
460	4	798.4612686	998.4612686				
460	5	600.2937039	0.293703926				
480	1	801.8684433	1.868443256				
480	2	997.8909585	997.8909585				
480	3	802.5894694	2.589469397				
480	4	598.7573532	998.7573532				
480	5	400.2498704	0.249870403				
500	1	801.8915819	201.8915819				
500	2	998.2437754	798.2437754				
500	3	802.1975993	202.1975993				
500	4	598.3672809	798.3672809				
500	5	400.6337124	200.6337124				
520	1	802.2304381	402.2304381				
520	2	998.0359556	598.0359556				
520	3	801.9901875	401.9901875				
520	4	598.200217	598.200217				
520	5	400.8456862	400.8456862				
540	1	802.0542634	602.0542634				
540	2	998.191846	398.191846				
540	3	801.8310124	601.8310124				
540	4	598.1299495	398.1299495				
540	5	400.3689851	600.3689851				
560	1	801.602078	801.602078				
560	2	997.9374024	197.9374024				
560	3	802.2888885	802.2888885				
560	4	597.9732525	197.9732525				
560	5	400.4991361	800.4991361				
580	1	801.6997181	1001.699718				
580	2	998.1323407	-1.867659298				
580	3	802.0122365	1002.012237				
580	4	597.8207315	-2.179268518				
580	5	400.2308563	1000.230856				
600	1	1002.168463	1002.168463				
600	2	798.5495002	-1.450499803				
600	3	602.2944379	1002.294438				
600	4	398.0165268	-1.983473232				
600	5	199.7760547	999.7760547				
620	1	1002.304561	802.3045608				
620	2	798.4138913	198.4138913				
620	3	602.1402221	802.1402221				
620	4	397.9473082	197.9473082				
620	5	199.9193957	799.9193957				
640	1	1001.997139	601.9971391				
640	2	798.5984877	398.5984877				
640	3	602.4038107	602.4038107				
640	4	397.7289771	397.7289771				
640	5	199.6147184	599.6147184				
660	1	1002.16891	402.1689103				
660	2	798.2755949	598.2755949				
660	3	602.1906081	402.1906081				
660	4	397.5128055	597.5128055				
660	5	199.3866833	399.3866833				
680	1	1002.123604	202.1236042				
680	2	798.3469293	798.3469293				
680	3	601.9744543	201.9744543				
680	4	397.2048401	797.2048401				
680	5	199.2477638	199.2477638				
700	1	1002.473198	2.473197675				
700	2	798.057128	998.057128				
700	3	602.3586811	2.358681122				
700	4	397.2851497	997.2851497				
700	5	198.9077539	-1.092246089				
720	1	802.8535666	2.853566551				
720	2	598.0304517	998.0304517				
720	3	402.4060392	2.406039224				
720	4	197.6865761	997.6865761				
720	5	-1.426974136	-1.426974136				
740	1	802.4801219	202.4801219				
740	2	597.8809755	797.8809755				
740	3	402.0865986	202.0865986				
740	4	198.1430718	798.1430718				
740	5	-1.121093871	198.8789061				
760	1	802.4325843	402.4325843				
760	2	598.1185109	598.1185109				
760	3	401.6514886	401.6514886				
760	4	198.0778458	598.0778458				
760	5	-0.667654949	399.3323451				
780	1	802.7964427	602.7964427				
780	2	597.7465944	397.7465944				
780	3	401.5626413	601.5626413				
780	4	198.2393085	398.2393085				
780	5	-0.631593166	599.3684068				
800	1	802.4786603	802.4786603				
800	2	597.895352	197.895352				
800	3	402.0444837	802.0444837				
800	4	198.0363274	198.0363274				
800	5	-0.753128077	799.2468719				
820	1	802.2397613	1002.239761				
820	2	597.7705334	-2.229466617				
820	3	401.9249395	1001.924939				
820	4	198.517912	-1.482088016				
820	5	-1.239916565	998.7600834				
840	1	601.9956049	1001.995605				
840	2	398.1986444	-1.801355559				
840	3	201.8109995	1001.811				
